site,subsite,year,year_cent,depth,average_depth,class,species,gen_spp,n_quads,proportion,species_id,n_obis_rec,BO21_tempmax_bdmean_mean,BO21_tempmax_bdmin_mean,BO21_tempmax_bdmin_max,BO21_tempmax_bdmean_q5,BO21_tempmax_bdmean_q95,area,location,depth_m,angle,date,month,day,no_qds,total_points,species_points,species_name
HRI,VS,1989,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,12/1/89,12,1,4,801,isodictya_spp,Isodictya deichmannae
HRI,VS,1989,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.6491885143570537,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,12/1/89,12,1,4,801,metridium_sub,Metridium senile
HRI,VS,1989,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,12/1/89,12,1,4,801,tubularia_sub,Ectopleura crocea
HRI,VS,1990,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,alcyonium_sub,Alcyonium siderium
HRI,VS,1990,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.02811735941320293,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,aplidium_glabrum,Aplidium glabrum
HRI,VS,1990,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.047677262,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,balanus_balanus,Balanus balanus
HRI,VS,1990,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,botrylloides_sp,Botrylloides violaceus
HRI,VS,1990,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,didemnum_vexillum,Didemnum vexillum
HRI,VS,1990,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1990,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,halichondria_panicea,Halichondria panicea
HRI,VS,1990,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.04400977995110024,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,hyd_bry_complex,NA
HRI,VS,1990,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,isodictya_spp,Isodictya deichmannae
HRI,VS,1990,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.6577017114914425,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,metridium_sub,Metridium senile
HRI,VS,1990,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,2/1/90,2,1,3,409,tubularia_sub,Ectopleura crocea
HRI,VS,1990,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,alcyonium_sub,Alcyonium siderium
HRI,VS,1990,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.035502959,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,aplidium_glabrum,Aplidium glabrum
HRI,VS,1990,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.02366863905325443,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,balanus_balanus,Balanus balanus
HRI,VS,1990,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,botrylloides_sp,Botrylloides violaceus
HRI,VS,1990,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,didemnum_vexillum,Didemnum vexillum
HRI,VS,1990,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1990,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,halichondria_panicea,Halichondria panicea
HRI,VS,1990,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.08678501,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,hyd_bry_complex,NA
HRI,VS,1990,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,isodictya_spp,Isodictya deichmannae
HRI,VS,1990,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.6765285996055227,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,metridium_sub,Metridium senile
HRI,VS,1990,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.001972387,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/90,4,1,3,507,tubularia_sub,Ectopleura crocea
HRI,VS,1990,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,alcyonium_sub,Alcyonium siderium
HRI,VS,1990,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.01479654747225647,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,aplidium_glabrum,Aplidium glabrum
HRI,VS,1990,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.041307028,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,balanus_balanus,Balanus balanus
HRI,VS,1990,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,botrylloides_sp,Botrylloides violaceus
HRI,VS,1990,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,didemnum_vexillum,Didemnum vexillum
HRI,VS,1990,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1990,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,halichondria_panicea,Halichondria panicea
HRI,VS,1990,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.050554871,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,hyd_bry_complex,NA
HRI,VS,1990,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,isodictya_spp,Isodictya deichmannae
HRI,VS,1990,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.7028360049321825,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,metridium_sub,Metridium senile
HRI,VS,1990,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.13501849568434032,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/90,7,1,4,811,tubularia_sub,Ectopleura crocea
HRI,VS,1990,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,alcyonium_sub,Alcyonium siderium
HRI,VS,1990,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.01466096518020769,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,aplidium_glabrum,Aplidium glabrum
HRI,VS,1990,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.036652413,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,balanus_balanus,Balanus balanus
HRI,VS,1990,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,botrylloides_sp,Botrylloides violaceus
HRI,VS,1990,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,didemnum_vexillum,Didemnum vexillum
HRI,VS,1990,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1990,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,halichondria_panicea,Halichondria panicea
HRI,VS,1990,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.092241906,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,hyd_bry_complex,NA
HRI,VS,1990,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,isodictya_spp,Isodictya deichmannae
HRI,VS,1990,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.7122785583384239,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,metridium_sub,Metridium senile
HRI,VS,1990,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.090409285,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,9/1/90,9,1,4,818.5,tubularia_sub,Ectopleura crocea
HRI,VS,1990,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,alcyonium_sub,Alcyonium siderium
HRI,VS,1990,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.0284090909090909,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,aplidium_glabrum,Aplidium glabrum
HRI,VS,1990,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.01136363636363636,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,balanus_balanus,Balanus balanus
HRI,VS,1990,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,botrylloides_sp,Botrylloides violaceus
HRI,VS,1990,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,didemnum_vexillum,Didemnum vexillum
HRI,VS,1990,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1990,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,halichondria_panicea,Halichondria panicea
HRI,VS,1990,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.2094155844155844,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,hyd_bry_complex,NA
HRI,VS,1990,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,isodictya_spp,Isodictya deichmannae
HRI,VS,1990,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.7077922077922078,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,metridium_sub,Metridium senile
HRI,VS,1990,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,8.116883116883117e-4,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,11/1/90,11,1,4,616,tubularia_sub,Ectopleura crocea
HRI,VS,1991,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,alcyonium_sub,Alcyonium siderium
HRI,VS,1991,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.05770411295273173,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,aplidium_glabrum,Aplidium glabrum
HRI,VS,1991,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.017802333,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,balanus_balanus,Balanus balanus
HRI,VS,1991,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,botrylloides_sp,Botrylloides violaceus
HRI,VS,1991,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,didemnum_vexillum,Didemnum vexillum
HRI,VS,1991,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1991,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,halichondria_panicea,Halichondria panicea
HRI,VS,1991,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.10558624923265808,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,hyd_bry_complex,NA
HRI,VS,1991,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,isodictya_spp,Isodictya deichmannae
HRI,VS,1991,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.7133210558624923,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,metridium_sub,Metridium senile
HRI,VS,1991,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.007366483,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,1/1/91,1,1,4,814.5,tubularia_sub,Ectopleura crocea
HRI,VS,1991,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,alcyonium_sub,Alcyonium siderium
HRI,VS,1991,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.01681195516811955,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,aplidium_glabrum,Aplidium glabrum
HRI,VS,1991,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.0124533,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,balanus_balanus,Balanus balanus
HRI,VS,1991,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,botrylloides_sp,Botrylloides violaceus
HRI,VS,1991,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,didemnum_vexillum,Didemnum vexillum
HRI,VS,1991,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1991,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,halichondria_panicea,Halichondria panicea
HRI,VS,1991,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,hyd_bry_complex,NA
HRI,VS,1991,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,isodictya_spp,Isodictya deichmannae
HRI,VS,1991,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.7447073474470735,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,metridium_sub,Metridium senile
HRI,VS,1991,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.00871731,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,4/1/91,4,1,4,803,tubularia_sub,Ectopleura crocea
HRI,VS,1991,NA,Shallow,7,NA,Alcyonium siderium,Alcyonium digitatum,NA,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,alcyonium_sub,Alcyonium siderium
HRI,VS,1991,NA,Shallow,7,NA,Aplidium glabrum,Aplidium glabrum,NA,0.046826864,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,aplidium_glabrum,Aplidium glabrum
HRI,VS,1991,NA,Shallow,7,NA,Balanus and Amphibalanus spp.,Balanus balanus,NA,0.004929144,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,balanus_balanus,Balanus balanus
HRI,VS,1991,NA,Shallow,7,NA,Botrylloides violaceus,Botrylloides violaceus,NA,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,botrylloides_sp,Botrylloides violaceus
HRI,VS,1991,NA,Shallow,7,NA,Didemnum vexillum,Didemnum vexillum,NA,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,didemnum_vexillum,Didemnum vexillum
HRI,VS,1991,NA,Shallow,7,NA,Diplosoma listerianum,Diplosoma listerianum,NA,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,diplosoma_listerianum,Diplosoma listerianum
HRI,VS,1991,NA,Shallow,7,NA,Halichondria panicea,Halichondria panicea,NA,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,halichondria_panicea,Halichondria panicea
HRI,VS,1991,NA,Shallow,7,NA,Hydrozoa-Bryozoa complex,NA,NA,0.05853358,NA,NA,NA,NA,NA,NA,NA,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,hyd_bry_complex,NA
HRI,VS,1991,NA,Shallow,7,NA,Isodictya spp.,Isodictya deichmannae,NA,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,isodictya_spp,Isodictya deichmannae
HRI,VS,1991,NA,Shallow,7,NA,Metridium senile,Metridium senile,NA,0.8268638324091189,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,metridium_sub,Metridium senile
HRI,VS,1991,NA,Shallow,7,NA,Ectopleura spp.,Ectopleura crocea,NA,0.001848429,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074,Halfway Rock Inner,Halfway Rock,7,vertical,7/1/91,7,1,4,811.5,tubularia_sub,Ectopleura crocea
